Usage,Image name,predominant_emotion_index
Training,fer0004511.png,0
Training,fer0004514.png,3
Training,fer0004517.png,1
Training,fer0004520.png,0
Training,fer0004521.png,2
Training,fer0004522.png,0
Training,fer0004523.png,3
Training,fer0004524.png,1
Training,fer0004527.png,0
Training,fer0004528.png,2
Training,fer0004529.png,3
Training,fer0004531.png,3
Training,fer0004534.png,0
Training,fer0004535.png,0
Training,fer0004536.png,0
Training,fer0004539.png,4
Training,fer0004540.png,3
Training,fer0004543.png,0
Training,fer0004548.png,1
Training,fer0004549.png,1
Training,fer0004552.png,0
Training,fer0004554.png,1
Training,fer0004556.png,0
Training,fer0004557.png,2
Training,fer0004558.png,1
Training,fer0004560.png,2
Training,fer0004563.png,2
Training,fer0004564.png,3
Training,fer0004565.png,0
Training,fer0004566.png,0
Training,fer0004567.png,3
Training,fer0004570.png,2
Training,fer0004571.png,4
Training,fer0004573.png,2
Training,fer0004574.png,3
Training,fer0004577.png,4
Training,fer0004578.png,2
Training,fer0004579.png,3
Training,fer0004584.png,0
Training,fer0004587.png,0
Training,fer0004588.png,3
Training,fer0004589.png,4
Training,fer0004590.png,2
Training,fer0004591.png,0
Training,fer0004592.png,4
Training,fer0004594.png,3
Training,fer0004595.png,0
Training,fer0004602.png,1
Training,fer0004603.png,0
Training,fer0004604.png,4
Training,fer0004605.png,2
Training,fer0004608.png,4
Training,fer0004611.png,0
Training,fer0004612.png,1
Training,fer0004613.png,2
Training,fer0004614.png,3
Training,fer0004619.png,3
Training,fer0004620.png,2
Training,fer0004622.png,2
Training,fer0004624.png,0
Training,fer0004625.png,1
Training,fer0004626.png,1
Training,fer0004628.png,2
Training,fer0004630.png,1
Training,fer0004631.png,1
Training,fer0004632.png,1
Training,fer0004633.png,4
Training,fer0004635.png,1
Training,fer0004636.png,3
Training,fer0004639.png,0
Training,fer0004640.png,2
Training,fer0004642.png,0
Training,fer0004644.png,2
Training,fer0004645.png,2
Training,fer0004646.png,3
Training,fer0004647.png,3
Training,fer0004649.png,1
Training,fer0004651.png,0
Training,fer0004653.png,4
Training,fer0004655.png,1
Training,fer0004656.png,1
Training,fer0004657.png,4
Training,fer0004660.png,2
Training,fer0004661.png,1
Training,fer0004663.png,1
Training,fer0004664.png,0
Training,fer0004665.png,0
Training,fer0004666.png,3
Training,fer0004667.png,3
Training,fer0004668.png,1
Training,fer0004669.png,3
Training,fer0004671.png,0
Training,fer0004672.png,4
Training,fer0004673.png,3
Training,fer0004676.png,3
Training,fer0004677.png,2
Training,fer0004678.png,3
Training,fer0004679.png,2
Training,fer0004680.png,4
Training,fer0004681.png,1
Training,fer0004684.png,2
Training,fer0004689.png,3
Training,fer0004690.png,2
Training,fer0004691.png,3
Training,fer0004693.png,1
Training,fer0004694.png,0
Training,fer0004703.png,0
Training,fer0004704.png,1
Training,fer0004705.png,1
Training,fer0004706.png,0
Training,fer0004708.png,3
Training,fer0004709.png,0
Training,fer0004710.png,0
Training,fer0004712.png,0
Training,fer0004713.png,2
Training,fer0004719.png,4
Training,fer0004720.png,2
Training,fer0004721.png,3
Training,fer0004722.png,0
Training,fer0004724.png,2
Training,fer0004726.png,0
Training,fer0004728.png,0
Training,fer0004729.png,0
Training,fer0004730.png,0
Training,fer0004731.png,2
Training,fer0004732.png,1
Training,fer0004738.png,3
Training,fer0004739.png,2
Training,fer0004740.png,0
Training,fer0004741.png,1
Training,fer0004743.png,2
Training,fer0004746.png,1
Training,fer0004748.png,4
Training,fer0004749.png,4
Training,fer0004750.png,3
Training,fer0004751.png,1
Training,fer0004752.png,0
Training,fer0004753.png,0
Training,fer0004755.png,0
Training,fer0004756.png,3
Training,fer0004759.png,4
Training,fer0004760.png,0
Training,fer0004762.png,0
Training,fer0004763.png,3
Training,fer0004764.png,3
Training,fer0004765.png,3
Training,fer0004767.png,1
Training,fer0004768.png,2
Training,fer0004770.png,2
Training,fer0004773.png,0
Training,fer0004774.png,4
Training,fer0004775.png,2
Training,fer0004776.png,3
Training,fer0004777.png,2
Training,fer0004780.png,1
Training,fer0004784.png,1
Training,fer0004787.png,3
Training,fer0004788.png,1
Training,fer0004789.png,2
Training,fer0004790.png,0
Training,fer0004792.png,1
Training,fer0004793.png,4
Training,fer0004797.png,3
Training,fer0004798.png,4
Training,fer0004799.png,4
Training,fer0004800.png,4
Training,fer0004801.png,2
Training,fer0004803.png,3
Training,fer0004804.png,3
Training,fer0004806.png,1
Training,fer0004807.png,2
Training,fer0004808.png,1
Training,fer0004809.png,4
Training,fer0004810.png,0
Training,fer0004811.png,3
Training,fer0004815.png,4
Training,fer0004816.png,4
Training,fer0004818.png,1
Training,fer0004819.png,1
Training,fer0004820.png,2
Training,fer0004822.png,3
Training,fer0004823.png,1
Training,fer0004824.png,1
Training,fer0004825.png,2
Training,fer0004826.png,1
Training,fer0004827.png,0
Training,fer0004832.png,2
Training,fer0004834.png,4
Training,fer0004835.png,2
Training,fer0004836.png,4
Training,fer0004837.png,0
Training,fer0004839.png,4
Training,fer0004840.png,4
Training,fer0004841.png,2
Training,fer0004842.png,2
Training,fer0004843.png,0
Training,fer0004844.png,4
Training,fer0004845.png,4
Training,fer0004846.png,2
Training,fer0004847.png,3
Training,fer0004849.png,0
Training,fer0004850.png,2
Training,fer0004851.png,1
Training,fer0004853.png,1
Training,fer0004856.png,3
Training,fer0004857.png,4
Training,fer0004859.png,0
Training,fer0004861.png,2
Training,fer0004863.png,3
Training,fer0004864.png,3
Training,fer0004866.png,3
Training,fer0004870.png,0
Training,fer0004872.png,0
Training,fer0004873.png,1
Training,fer0004874.png,3
Training,fer0004876.png,0
Training,fer0004879.png,1
Training,fer0004881.png,0
Training,fer0004882.png,0
Training,fer0004883.png,0
Training,fer0004884.png,2
Training,fer0004885.png,1
Training,fer0004887.png,2
Training,fer0004890.png,2
Training,fer0004891.png,2
Training,fer0004892.png,0
Training,fer0004895.png,0
Training,fer0004896.png,3
Training,fer0004897.png,4
Training,fer0004898.png,0
Training,fer0004900.png,4
Training,fer0004901.png,0
Training,fer0004902.png,1
Training,fer0004903.png,4
Training,fer0004907.png,2
Training,fer0004908.png,1
Training,fer0004910.png,0
Training,fer0004911.png,0
Training,fer0004912.png,0
Training,fer0004913.png,4
Training,fer0004914.png,0
Training,fer0004917.png,1
Training,fer0004918.png,2
Training,fer0004920.png,1
Training,fer0004921.png,1
Training,fer0004922.png,4
Training,fer0004923.png,1
Training,fer0004924.png,2
Training,fer0004926.png,3
Training,fer0004928.png,3
Training,fer0004929.png,4
Training,fer0004930.png,3
Training,fer0004931.png,4
Training,fer0004932.png,3
Training,fer0004933.png,3
Training,fer0004936.png,3
Training,fer0004937.png,2
Training,fer0004938.png,2
Training,fer0004939.png,2
Training,fer0004941.png,4
Training,fer0004942.png,1
Training,fer0004944.png,1
Training,fer0004946.png,1
Training,fer0004947.png,0
Training,fer0004949.png,1
Training,fer0004950.png,3
Training,fer0004953.png,2
Training,fer0004954.png,1
Training,fer0004955.png,4
Training,fer0004958.png,0
Training,fer0004963.png,3
Training,fer0004966.png,0
Training,fer0004968.png,0
Training,fer0004969.png,0
Training,fer0004970.png,1
Training,fer0004972.png,1
Training,fer0004973.png,4
Training,fer0004974.png,0
Training,fer0004975.png,1
Training,fer0004976.png,1
Training,fer0004977.png,2
Training,fer0004979.png,0
Training,fer0004981.png,3
Training,fer0004983.png,2
Training,fer0004984.png,4
Training,fer0004985.png,1
Training,fer0004986.png,0
Training,fer0004988.png,1
Training,fer0004990.png,0
Training,fer0004991.png,1
Training,fer0004992.png,1
Training,fer0004995.png,2
Training,fer0004996.png,3
Training,fer0004997.png,0
Training,fer0005000.png,1
Training,fer0005001.png,4
Training,fer0005002.png,3
Training,fer0005004.png,0
Training,fer0005005.png,0
Training,fer0005006.png,4
Training,fer0005007.png,0
Training,fer0005008.png,4
Training,fer0005009.png,0
Training,fer0005011.png,2
Training,fer0005012.png,2
Training,fer0005016.png,4
Training,fer0005017.png,2
Training,fer0005018.png,2
Training,fer0005019.png,0
Training,fer0005021.png,0
Training,fer0005023.png,2
Training,fer0005024.png,0
Training,fer0005026.png,0
Training,fer0005027.png,2
Training,fer0005028.png,3
Training,fer0005029.png,2
Training,fer0005030.png,2
Training,fer0005032.png,2
Training,fer0005033.png,0
Training,fer0005037.png,4
Training,fer0005039.png,1
Training,fer0005040.png,1
Training,fer0005042.png,1
Training,fer0005044.png,3
Training,fer0005048.png,3
Training,fer0005051.png,4
Training,fer0005052.png,0
Training,fer0005057.png,3
Training,fer0005058.png,2
Training,fer0005059.png,0
Training,fer0005061.png,1
Training,fer0005063.png,3
Training,fer0005064.png,2
Training,fer0005068.png,4
Training,fer0005069.png,2
Training,fer0005070.png,1
Training,fer0005071.png,3
Training,fer0005072.png,3
Training,fer0005074.png,3
Training,fer0005076.png,4
Training,fer0005079.png,0
Training,fer0005080.png,3
Training,fer0005081.png,1
Training,fer0005082.png,2
Training,fer0005083.png,4
Training,fer0005085.png,4
Training,fer0005086.png,1
Training,fer0005087.png,4
Training,fer0005089.png,1
Training,fer0005090.png,0
Training,fer0005092.png,0
Training,fer0005094.png,1
Training,fer0005095.png,3
Training,fer0005097.png,0
Training,fer0005099.png,0
Training,fer0005107.png,0
Training,fer0005108.png,4
Training,fer0005109.png,4
Training,fer0005110.png,0
Training,fer0005111.png,3
Training,fer0005112.png,1
Training,fer0005114.png,3
Training,fer0005115.png,1
Training,fer0005116.png,3
Training,fer0005117.png,2
Training,fer0005118.png,1
Training,fer0005119.png,3
Training,fer0005120.png,0
Training,fer0005121.png,4
Training,fer0005122.png,4
Training,fer0005123.png,3
Training,fer0005124.png,0
Training,fer0005125.png,4
Training,fer0005127.png,0
Training,fer0005129.png,2
Training,fer0005130.png,1
Training,fer0005131.png,4
Training,fer0005132.png,1
Training,fer0005133.png,3
Training,fer0005136.png,0
Training,fer0005137.png,1
Training,fer0005139.png,0
Training,fer0005142.png,0
Training,fer0005147.png,2
Training,fer0005148.png,0
Training,fer0005152.png,0
Training,fer0005153.png,4
Training,fer0005155.png,1
Training,fer0005156.png,1
Training,fer0005160.png,2
Training,fer0005161.png,0
Training,fer0005163.png,1
Training,fer0005165.png,4
Training,fer0005166.png,0
Training,fer0005169.png,2
Training,fer0005170.png,1
Training,fer0005172.png,3
Training,fer0005174.png,0
Training,fer0005175.png,3
Training,fer0005176.png,3
Training,fer0005178.png,4
Training,fer0005179.png,3
Training,fer0005180.png,1
Training,fer0005181.png,2
Training,fer0005182.png,4
Training,fer0005183.png,3
Training,fer0005190.png,3
Training,fer0005191.png,1
Training,fer0005192.png,4
Training,fer0005193.png,1
Training,fer0005195.png,4
Training,fer0005196.png,0
Training,fer0005197.png,1
Training,fer0005198.png,2
Training,fer0005199.png,2
Training,fer0005200.png,1
Training,fer0005202.png,2
Training,fer0005203.png,4
Training,fer0005204.png,0
Training,fer0005206.png,1
Training,fer0005207.png,0
Training,fer0005208.png,0
Training,fer0005210.png,0
Training,fer0005212.png,0
Training,fer0005213.png,2
Training,fer0005214.png,2
Training,fer0005215.png,3
Training,fer0005216.png,0
Training,fer0005217.png,3
Training,fer0005220.png,3
Training,fer0005221.png,0
Training,fer0005222.png,4
Training,fer0005224.png,4
Training,fer0005225.png,2
Training,fer0005226.png,3
Training,fer0005228.png,1
Training,fer0005229.png,1
Training,fer0005230.png,1
Training,fer0005231.png,0
Training,fer0005232.png,2
Training,fer0005233.png,4
Training,fer0005234.png,2
Training,fer0005235.png,0
Training,fer0005237.png,4
Training,fer0005238.png,2
Training,fer0005241.png,4
Training,fer0005242.png,2
Training,fer0005243.png,1
Training,fer0005244.png,2
Training,fer0005248.png,0
Training,fer0005251.png,0
Training,fer0005252.png,3
Training,fer0005257.png,3
Training,fer0005259.png,0
Training,fer0005260.png,1
Training,fer0005261.png,1
Training,fer0006953.png,0
Training,fer0005266.png,1
Training,fer0005268.png,1
Training,fer0005270.png,2
Training,fer0005271.png,2
Training,fer0005272.png,3
Training,fer0005273.png,3
Training,fer0005275.png,4
Training,fer0005276.png,4
Training,fer0005277.png,4
Training,fer0005281.png,3
Training,fer0005284.png,2
Training,fer0005285.png,3
Training,fer0005286.png,4
Training,fer0005291.png,4
Training,fer0005293.png,1
Training,fer0005294.png,4
Training,fer0005299.png,1
Training,fer0005300.png,2
Training,fer0005302.png,4
Training,fer0005304.png,4
Training,fer0005309.png,0
Training,fer0005310.png,0
Training,fer0005311.png,0
Training,fer0005314.png,2
Training,fer0005319.png,3
Training,fer0005321.png,3
Training,fer0005324.png,3
Training,fer0005326.png,2
Training,fer0005327.png,2
Training,fer0005328.png,3
Training,fer0005329.png,1
Training,fer0005331.png,2
Training,fer0005333.png,0
Training,fer0005334.png,0
Training,fer0005335.png,3
Training,fer0005336.png,1
Training,fer0011785.png,3
Training,fer0005339.png,0
Training,fer0005342.png,1
Training,fer0005343.png,0
Training,fer0005344.png,3
Training,fer0005345.png,3
Training,fer0005347.png,2
Training,fer0005349.png,2
Training,fer0005354.png,4
Training,fer0005355.png,2
Training,fer0005356.png,4
Training,fer0005357.png,0
Training,fer0005358.png,4
Training,fer0005360.png,0
Training,fer0005363.png,1
Training,fer0005365.png,2
Training,fer0005368.png,4
Training,fer0005369.png,1
Training,fer0005370.png,3
Training,fer0005372.png,0
Training,fer0005373.png,3
Training,fer0005374.png,1
Training,fer0005377.png,4
Training,fer0005378.png,1
Training,fer0005381.png,3
Training,fer0005382.png,4
Training,fer0005383.png,2
Training,fer0005387.png,0
Training,fer0005388.png,0
Training,fer0005389.png,0
Training,fer0005390.png,4
Training,fer0005392.png,0
Training,fer0005393.png,0
Training,fer0005396.png,0
Training,fer0005398.png,4
Training,fer0005399.png,0
Training,fer0005400.png,0
Training,fer0005401.png,0
Training,fer0005402.png,0
Training,fer0005403.png,0
Training,fer0005405.png,0
Training,fer0005406.png,1
Training,fer0005408.png,1
Training,fer0005409.png,2
Training,fer0005412.png,2
Training,fer0005413.png,1
Training,fer0005414.png,0
Training,fer0005416.png,3
Training,fer0005417.png,3
Training,fer0005418.png,4
Training,fer0005421.png,0
Training,fer0005422.png,3
Training,fer0005425.png,3
Training,fer0005426.png,2
Training,fer0005428.png,1
Training,fer0005430.png,3
Training,fer0005431.png,2
Training,fer0005432.png,3
Training,fer0005433.png,1
Training,fer0005435.png,0
Training,fer0005437.png,2
Training,fer0005439.png,0
Training,fer0005440.png,1
Training,fer0005441.png,1
Training,fer0005442.png,1
Training,fer0005443.png,0
Training,fer0005444.png,1
Training,fer0005445.png,2
Training,fer0005448.png,4
Training,fer0005449.png,1
Training,fer0005450.png,2
Training,fer0005451.png,1
Training,fer0005452.png,2
Training,fer0005455.png,0
Training,fer0005457.png,1
Training,fer0005459.png,0
Training,fer0005460.png,0
Training,fer0005464.png,3
Training,fer0005468.png,0
Training,fer0005469.png,3
Training,fer0005470.png,2
Training,fer0005471.png,1
Training,fer0005472.png,2
Training,fer0005474.png,0
Training,fer0005475.png,4
Training,fer0005476.png,2
Training,fer0005481.png,2
Training,fer0005482.png,1
Training,fer0005483.png,0
Training,fer0005484.png,4
Training,fer0005487.png,1
Training,fer0005488.png,0
Training,fer0005489.png,0
Training,fer0005491.png,2
Training,fer0005492.png,4
Training,fer0005494.png,2
Training,fer0005495.png,2
Training,fer0005499.png,0
Training,fer0005501.png,4
Training,fer0005502.png,2
Training,fer0005503.png,0
Training,fer0005505.png,4
Training,fer0005506.png,4
Training,fer0005507.png,4
Training,fer0005508.png,4
Training,fer0005509.png,3
Training,fer0005510.png,2
Training,fer0005512.png,1
Training,fer0005513.png,3
Training,fer0005514.png,4
Training,fer0005519.png,2
Training,fer0005520.png,4
Training,fer0005522.png,2
Training,fer0005523.png,0
Training,fer0005524.png,3
Training,fer0005528.png,0
Training,fer0005530.png,4
Training,fer0005531.png,4
Training,fer0005533.png,0
Training,fer0005534.png,4
Training,fer0005535.png,0
Training,fer0005537.png,1
Training,fer0005539.png,2
Training,fer0005540.png,0
Training,fer0005541.png,0
Training,fer0005542.png,2
Training,fer0005545.png,0
Training,fer0005546.png,3
Training,fer0005547.png,1
Training,fer0005548.png,4
Training,fer0005549.png,0
Training,fer0005551.png,0
Training,fer0005552.png,2
Training,fer0005553.png,4
Training,fer0005554.png,1
Training,fer0005555.png,4
Training,fer0005556.png,0
Training,fer0005557.png,0
Training,fer0005559.png,4
Training,fer0005566.png,3
Training,fer0005567.png,2
Training,fer0005568.png,0
Training,fer0005572.png,3
Training,fer0005574.png,0
Training,fer0005576.png,3
Training,fer0005577.png,0
Training,fer0005578.png,3
Training,fer0005579.png,2
Training,fer0005581.png,2
Training,fer0005582.png,4
Training,fer0005583.png,1
Training,fer0005584.png,2
Training,fer0005585.png,0
Training,fer0005586.png,2
Training,fer0005587.png,4
Training,fer0005588.png,0
Training,fer0005589.png,0
Training,fer0005590.png,2
Training,fer0005592.png,4
Training,fer0005594.png,1
Training,fer0005596.png,3
Training,fer0005597.png,0
Training,fer0005598.png,1
Training,fer0005599.png,0
Training,fer0005601.png,0
Training,fer0005602.png,3
Training,fer0005603.png,1
Training,fer0005604.png,0
Training,fer0005605.png,2
Training,fer0005609.png,2
Training,fer0005611.png,3
Training,fer0005612.png,2
Training,fer0005614.png,0
Training,fer0005615.png,2
Training,fer0005616.png,0
Training,fer0005620.png,0
Training,fer0005622.png,4
Training,fer0005623.png,4
Training,fer0005624.png,3
Training,fer0005625.png,2
Training,fer0005626.png,1
Training,fer0005629.png,0
Training,fer0005630.png,3
Training,fer0005634.png,4
Training,fer0005639.png,0
Training,fer0005641.png,0
Training,fer0005643.png,3
Training,fer0005647.png,2
Training,fer0005648.png,4
Training,fer0005650.png,0
Training,fer0005653.png,2
Training,fer0005655.png,3
Training,fer0005656.png,3
Training,fer0005658.png,0
Training,fer0005659.png,1
Training,fer0005661.png,1
Training,fer0005665.png,3
Training,fer0005666.png,3
Training,fer0005667.png,3
Training,fer0005669.png,2
Training,fer0005671.png,4
Training,fer0005672.png,0
Training,fer0005673.png,0
Training,fer0005675.png,2
Training,fer0005678.png,3
Training,fer0005680.png,1
Training,fer0005681.png,4
Training,fer0005683.png,1
Training,fer0005684.png,0
Training,fer0005685.png,2
Training,fer0005686.png,3
Training,fer0005687.png,0
Training,fer0005689.png,1
Training,fer0005690.png,4
Training,fer0005691.png,3
Training,fer0005692.png,2
Training,fer0005693.png,3
Training,fer0005695.png,2
Training,fer0005698.png,3
Training,fer0005700.png,4
Training,fer0005701.png,1
Training,fer0005703.png,1
Training,fer0005706.png,3
Training,fer0005707.png,1
Training,fer0005708.png,1
Training,fer0005709.png,1
Training,fer0005710.png,3
Training,fer0005711.png,2
Training,fer0005712.png,0
Training,fer0005716.png,1
Training,fer0005717.png,1
Training,fer0005718.png,1
Training,fer0005719.png,3
Training,fer0005720.png,4
Training,fer0005721.png,3
Training,fer0005722.png,0
Training,fer0005726.png,1
Training,fer0005728.png,4
Training,fer0005730.png,3
Training,fer0005732.png,0
Training,fer0005735.png,4
Training,fer0005736.png,3
Training,fer0005738.png,4
Training,fer0005739.png,2
Training,fer0005743.png,3
Training,fer0005745.png,3
Training,fer0005746.png,4
Training,fer0005748.png,2
Training,fer0005750.png,3
Training,fer0005751.png,4
Training,fer0005752.png,1
Training,fer0005753.png,0
Training,fer0005759.png,2
Training,fer0005761.png,1
Training,fer0005763.png,0
Training,fer0005764.png,3
Training,fer0005765.png,1
Training,fer0005766.png,2
Training,fer0005768.png,4
Training,fer0005771.png,1
Training,fer0005773.png,4
Training,fer0005774.png,1
Training,fer0005780.png,0
Training,fer0005781.png,0
Training,fer0005783.png,2
Training,fer0005784.png,1
Training,fer0005786.png,3
Training,fer0005787.png,0
Training,fer0005789.png,3
Training,fer0005790.png,3
Training,fer0005791.png,2
Training,fer0005793.png,0
Training,fer0005796.png,1
Training,fer0005798.png,4
Training,fer0005799.png,0
Training,fer0005800.png,1
Training,fer0005802.png,3
Training,fer0005803.png,4
Training,fer0005805.png,0
Training,fer0005809.png,1
Training,fer0005810.png,4
Training,fer0005813.png,3
Training,fer0005816.png,4
Training,fer0005818.png,4
Training,fer0005820.png,4
Training,fer0005824.png,3
Training,fer0005825.png,3
Training,fer0005826.png,2
Training,fer0005829.png,3
Training,fer0005830.png,2
Training,fer0005831.png,0
Training,fer0005835.png,3
Training,fer0005836.png,4
Training,fer0005840.png,1
Training,fer0005841.png,0
Training,fer0005843.png,2
Training,fer0005844.png,4
Training,fer0005845.png,1
Training,fer0005846.png,3
Training,fer0005847.png,3
Training,fer0005848.png,0
Training,fer0005849.png,0
Training,fer0005850.png,3
Training,fer0005851.png,4
Training,fer0005852.png,0
Training,fer0005854.png,1
Training,fer0005855.png,2
Training,fer0005856.png,1
Training,fer0005857.png,0
Training,fer0005858.png,2
Training,fer0005859.png,0
Training,fer0005860.png,3
Training,fer0005863.png,1
Training,fer0005866.png,1
Training,fer0005868.png,2
Training,fer0005869.png,3
Training,fer0005870.png,4
Training,fer0005874.png,0
Training,fer0005876.png,3
Training,fer0005877.png,0
Training,fer0005878.png,1
Training,fer0005879.png,0
Training,fer0005881.png,3
Training,fer0005882.png,0
Training,fer0005884.png,3
Training,fer0005885.png,1
Training,fer0005886.png,0
Training,fer0005888.png,4
Training,fer0005889.png,4
Training,fer0005892.png,2
Training,fer0005893.png,0
Training,fer0005894.png,4
Training,fer0005895.png,0
Training,fer0005896.png,1
Training,fer0005897.png,3
Training,fer0005901.png,2
Training,fer0005902.png,3
Training,fer0005904.png,1
Training,fer0005905.png,3
Training,fer0005910.png,1
Training,fer0005911.png,1
Training,fer0005912.png,4
Training,fer0005914.png,0
Training,fer0005915.png,4
Training,fer0005917.png,3
Training,fer0005918.png,0
Training,fer0005919.png,2
Training,fer0005921.png,4
Training,fer0005923.png,3
Training,fer0005924.png,0
Training,fer0005926.png,4
Training,fer0005928.png,2
Training,fer0005930.png,2
Training,fer0005932.png,3
Training,fer0005934.png,4
Training,fer0005935.png,2
Training,fer0005936.png,1
Training,fer0005938.png,2
Training,fer0005940.png,0
Training,fer0005942.png,0
Training,fer0005943.png,0
Training,fer0005944.png,4
Training,fer0005946.png,2
Training,fer0005947.png,1
Training,fer0005948.png,3
Training,fer0005949.png,4
Training,fer0005951.png,0
Training,fer0005953.png,0
Training,fer0005955.png,1
Training,fer0005956.png,1
Training,fer0005957.png,0
Training,fer0005959.png,2
Training,fer0005961.png,3
Training,fer0005962.png,0
Training,fer0005965.png,0
Training,fer0005966.png,0
Training,fer0005968.png,2
Training,fer0005970.png,0
Training,fer0005974.png,3
Training,fer0005975.png,1
Training,fer0005976.png,1
Training,fer0005977.png,3
Training,fer0005978.png,1
Training,fer0005979.png,3
Training,fer0005980.png,0
Training,fer0005986.png,3
Training,fer0005987.png,0
Training,fer0005988.png,1
Training,fer0005989.png,4
Training,fer0005990.png,0
Training,fer0005991.png,1
Training,fer0005992.png,4
Training,fer0005993.png,3
Training,fer0005994.png,0
Training,fer0005996.png,0
Training,fer0005997.png,1
Training,fer0006000.png,2
Training,fer0006001.png,2
Training,fer0006003.png,0
Training,fer0006005.png,0
Training,fer0006006.png,2
Training,fer0006008.png,4
Training,fer0006010.png,4
Training,fer0006011.png,4
Training,fer0006012.png,3
Training,fer0006017.png,2
Training,fer0006019.png,2
Training,fer0006027.png,0
Training,fer0006028.png,2
Training,fer0006029.png,1
Training,fer0006033.png,2
Training,fer0006036.png,3
Training,fer0006037.png,2
Training,fer0006040.png,3
Training,fer0006041.png,0
Training,fer0006044.png,2
Training,fer0006045.png,2
Training,fer0006046.png,2
Training,fer0006047.png,3
Training,fer0006048.png,0
Training,fer0006049.png,4
Training,fer0006050.png,3
Training,fer0006051.png,4
Training,fer0006052.png,0
Training,fer0006053.png,0
Training,fer0006054.png,3
Training,fer0006058.png,3
Training,fer0006059.png,3
Training,fer0006060.png,0
Training,fer0006061.png,3
Training,fer0006062.png,4
Training,fer0006063.png,1
Training,fer0006066.png,3
Training,fer0006068.png,1
Training,fer0006069.png,4
Training,fer0006071.png,3
Training,fer0006072.png,3
Training,fer0006073.png,2
Training,fer0006074.png,3
Training,fer0006075.png,3
Training,fer0006077.png,4
Training,fer0006079.png,4
Training,fer0006081.png,3
Training,fer0006082.png,1
Training,fer0006083.png,2
Training,fer0006084.png,2
Training,fer0006085.png,1
Training,fer0006088.png,4
Training,fer0006090.png,1
Training,fer0006091.png,3
Training,fer0006092.png,4
Training,fer0006094.png,3
Training,fer0006095.png,1
Training,fer0006096.png,3
Training,fer0006100.png,3
Training,fer0006101.png,4
Training,fer0006102.png,4
Training,fer0006104.png,1
Training,fer0006105.png,2
Training,fer0006107.png,2
Training,fer0006108.png,0
Training,fer0006109.png,4
Training,fer0006111.png,1
Training,fer0006113.png,1
Training,fer0006114.png,1
Training,fer0006115.png,0
Training,fer0006116.png,4
Training,fer0006117.png,2
Training,fer0006118.png,4
Training,fer0006119.png,1
Training,fer0006120.png,2
Training,fer0006121.png,0
Training,fer0006122.png,1
Training,fer0006123.png,1
Training,fer0006124.png,3
Training,fer0006125.png,1
Training,fer0006126.png,2
Training,fer0006127.png,2
Training,fer0006128.png,1
Training,fer0006129.png,3
Training,fer0006134.png,3
Training,fer0006136.png,3
Training,fer0006138.png,0
Training,fer0006139.png,3
Training,fer0006141.png,2
Training,fer0006145.png,0
Training,fer0006146.png,3
Training,fer0006147.png,2
Training,fer0006148.png,2
Training,fer0006149.png,3
Training,fer0006151.png,2
Training,fer0006152.png,4
Training,fer0006153.png,0
Training,fer0006154.png,2
Training,fer0006156.png,1
Training,fer0006157.png,0
Training,fer0006159.png,3
Training,fer0006160.png,4
Training,fer0006162.png,1
Training,fer0006163.png,4
Training,fer0006166.png,2
Training,fer0006167.png,0
Training,fer0006168.png,1
Training,fer0006169.png,2
Training,fer0006171.png,2
Training,fer0006173.png,1
Training,fer0006174.png,3
Training,fer0006175.png,3
Training,fer0006176.png,2
Training,fer0006179.png,0
Training,fer0006180.png,0
Training,fer0006181.png,3
Training,fer0006182.png,0
Training,fer0006184.png,0
Training,fer0006185.png,0
Training,fer0006186.png,2
Training,fer0006188.png,4
Training,fer0006191.png,1
Training,fer0006193.png,0
Training,fer0006195.png,4
Training,fer0006197.png,3
Training,fer0006198.png,1
Training,fer0006201.png,2
Training,fer0006202.png,0
Training,fer0006203.png,2
Training,fer0006205.png,1
Training,fer0006206.png,2
Training,fer0006208.png,0
Training,fer0006210.png,4
Training,fer0006212.png,2
Training,fer0006213.png,3
Training,fer0006214.png,4
Training,fer0006215.png,4
Training,fer0006218.png,0
Training,fer0006221.png,0
Training,fer0006222.png,4
Training,fer0006225.png,0
Training,fer0006227.png,2
Training,fer0006228.png,3
Training,fer0006229.png,1
Training,fer0006232.png,3
Training,fer0006234.png,1
Training,fer0006237.png,2
Training,fer0006238.png,1
Training,fer0006244.png,2
Training,fer0006246.png,4
Training,fer0006247.png,1
Training,fer0006248.png,1
Training,fer0006253.png,0
Training,fer0006254.png,2
Training,fer0006256.png,2
Training,fer0006260.png,0
Training,fer0006261.png,4
Training,fer0006262.png,2
Training,fer0006263.png,2
Training,fer0006265.png,4
Training,fer0006266.png,1
Training,fer0006267.png,1
Training,fer0006269.png,4
Training,fer0006270.png,4
Training,fer0006273.png,4
Training,fer0006274.png,1
Training,fer0006275.png,2
Training,fer0006276.png,0
Training,fer0006277.png,1
Training,fer0006278.png,3
Training,fer0006279.png,1
Training,fer0006280.png,4
Training,fer0006281.png,4
Training,fer0006282.png,1
Training,fer0006286.png,0
Training,fer0006287.png,1
Training,fer0006291.png,3
Training,fer0006292.png,1
Training,fer0006293.png,2
Training,fer0006294.png,3
Training,fer0006295.png,1
Training,fer0006296.png,2
Training,fer0006297.png,2
Training,fer0006298.png,4
Training,fer0006299.png,3
Training,fer0006300.png,1
